 written on 19Sep2022 at 10:59:05 
          30
          15
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2
    0    0   -7    1    1   -0.000725    0.000000
    0    0   -7    2    1   -0.004069    0.002202
    0    0   -7    3    1    0.000969    0.001939
    0    0   -7    4    1   -0.000829    0.000960
    0    0   -7    5    1   -0.001987    0.001179
    0    0   -7    6    1    0.004766    0.000827
    0    0   -7    7    1    0.001216   -0.001318
    0    0   -7    8    1   -0.002939   -0.000529
    0    0   -7    9    1    0.001926    0.002586
    0    0   -7   10    1   -0.001151   -0.002202
    0    0   -7   11    1    0.000521    0.002008
    0    0   -7   12    1    0.001007    0.001799
    0    0   -7   13    1    0.005872    0.005772
    0    0   -7   14    1    0.014267   -0.001006
    0    0   -7   15    1    0.004386    0.007734
    0    0   -7   16    1    0.008114    0.011353
    0    0   -7   17    1    0.000638    0.000060
    0    0   -7   18    1    0.014699    0.013096
    0    0   -7   19    1    0.004050   -0.003425
    0    0   -7   20    1    0.001250    0.014517
    0    0   -7   21    1    0.001580   -0.003121
    0    0   -7   22    1    0.005966    0.004366
    0    0   -7   23    1    0.008233   -0.001208
    0    0   -7   24    1    0.009264   -0.003448
    0    0   -7   25    1    0.012126    0.010748
    0    0   -7   26    1   -0.011828    0.005870
    0    0   -7   27    1    0.006502    0.014350
    0    0   -7   28    1   -0.005103    0.007197
    0    0   -7   29    1    0.006458    0.009097
    0    0   -7   30    1   -0.009926    0.003652
    0    0   -7    1    2   -0.004069   -0.002202
    0    0   -7    2    2    0.007979   -0.000000
    0    0   -7    3    2    0.005202   -0.000347
    0    0   -7    4    2    0.002075   -0.001039
    0    0   -7    5    2    0.002395   -0.000908
    0    0   -7    6    2    0.003257   -0.001468
    0    0   -7    7    2   -0.002819    0.005019
    0    0   -7    8    2   -0.001839    0.004357
    0    0   -7    9    2   -0.000998    0.005855
    0    0   -7   10    2   -0.004677    0.004787
    0    0   -7   11    2   -0.000670    0.005753
    0    0   -7   12    2   -0.001886    0.005966
    0    0   -7   13    2   -0.008242    0.009381
    0    0   -7   14    2   -0.002946    0.003685
    0    0   -7   15    2   -0.014163    0.010724
    0    0   -7   16    2    0.010498    0.007769
    0    0   -7   17    2   -0.019253   -0.001930
    0    0   -7   18    2    0.004936    0.008112
    0    0   -7   19    2   -0.012000   -0.003533
    0    0   -7   20    2    0.012045    0.008212
    0    0   -7   21    2   -0.010982   -0.001503
    0    0   -7   22    2    0.017582   -0.006780
    0    0   -7   23    2    0.015683   -0.012055
    0    0   -7   24    2    0.010654   -0.013770
    0    0   -7   25    2    0.006108    0.001787
    0    0   -7   26    2    0.018983    0.006976
    0    0   -7   27    2    0.027129    0.008418
    0    0   -7   28    2    0.012531    0.008364
    0    0   -7   29    2    0.015904    0.003040
    0    0   -7   30    2    0.008636    0.002252
    0    0   -7    1    3    0.000969   -0.001939
    0    0   -7    2    3    0.005202    0.000347
    0    0   -7    3    3    0.001550   -0.000000
    0    0   -7    4    3   -0.002251   -0.000803
    0    0   -7    5    3    0.000405   -0.000743
    0    0   -7    6    3    0.002531   -0.000916
    0    0   -7    7    3   -0.001911    0.001594
    0    0   -7    8    3   -0.000752    0.001776
    0    0   -7    9    3    0.000976    0.004205
    0    0   -7   10    3   -0.001325    0.001065
    0    0   -7   11    3   -0.001292    0.003957
    0    0   -7   12    3    0.002112    0.003889
    0    0   -7   13    3    0.010619    0.007527
    0    0   -7   14    3   -0.000997    0.000027
    0    0   -7   15    3    0.002069    0.008729
    0    0   -7   16    3    0.011862    0.010070
    0    0   -7   17    3   -0.011650   -0.000318
    0    0   -7   18    3    0.003471    0.010662
    0    0   -7   19    3   -0.001585   -0.003467
    0    0   -7   20    3    0.012509    0.012816
    0    0   -7   21    3   -0.007449   -0.002595
    0    0   -7   22    3    0.020747   -0.000052
    0    0   -7   23    3    0.003273   -0.005390
    0    0   -7   24    3    0.007637   -0.007819
    0    0   -7   25    3    0.009274    0.008003
    0    0   -7   26    3    0.005418    0.007867
    0    0   -7   27    3    0.029929    0.013030
    0    0   -7   28    3   -0.013975    0.008644
    0    0   -7   29    3    0.009032    0.007279
    0    0   -7   30    3    0.000268    0.005355
    0    0   -7    1    4   -0.000829   -0.000960
    0    0   -7    2    4    0.002075    0.001039
    0    0   -7    3    4   -0.002251    0.000803
    0    0   -7    4    4    0.006947   -0.000000
